epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,797.612,1.1688,0.86045,1.26536,0.85263,0.84213,0.89248,0.50982,0.97465,0.56912,1.1228,0.000315625,0.000315625,0.000315625
27,828.188,1.16722,0.86485,1.26185,0.85604,0.85572,0.90468,0.51693,0.96983,0.53823,1.12588,0.00030325,0.00030325,0.00030325
28,858.465,1.13599,0.84964,1.24874,0.87028,0.83138,0.89209,0.50371,0.95542,0.54888,1.12518,0.000290875,0.000290875,0.000290875
29,889.502,1.14865,0.83671,1.26142,0.8108,0.87118,0.88947,0.50169,0.98555,0.54901,1.11034,0.0002785,0.0002785,0.0002785
30,919.762,1.124,0.8148,1.24167,0.78935,0.85795,0.88817,0.49333,0.95833,0.53567,1.11823,0.000266125,0.000266125,0.000266125
31,950.072,1.12431,0.81716,1.24277,0.88269,0.8202,0.89377,0.50997,0.95066,0.51702,1.11543,0.00025375,0.00025375,0.00025375
32,980.565,1.12476,0.81419,1.24123,0.82298,0.82949,0.88425,0.50725,0.97568,0.53087,1.12669,0.000241375,0.000241375,0.000241375
33,1011.46,1.11691,0.79806,1.2358,0.84252,0.84723,0.87333,0.49714,0.9667,0.5377,1.12252,0.000229,0.000229,0.000229
34,1041.79,1.07832,0.7752,1.22247,0.8465,0.83512,0.88263,0.50848,0.94092,0.5129,1.12698,0.000216625,0.000216625,0.000216625
35,1072.08,1.09737,0.77247,1.2207,0.82237,0.82036,0.87791,0.49351,0.96962,0.54362,1.13571,0.00020425,0.00020425,0.00020425
36,1102.72,1.06667,0.76225,1.20384,0.79463,0.86157,0.89784,0.50544,0.95585,0.52374,1.13846,0.000191875,0.000191875,0.000191875
37,1132.95,1.06435,0.75362,1.20552,0.85807,0.83883,0.89705,0.51543,0.95034,0.51474,1.1352,0.0001795,0.0001795,0.0001795
38,1163.49,1.05584,0.75617,1.20109,0.84847,0.85794,0.90714,0.51086,0.94796,0.50367,1.12971,0.000167125,0.000167125,0.000167125
39,1193.53,1.04187,0.72747,1.19738,0.86192,0.80699,0.8908,0.51607,0.94308,0.51367,1.12801,0.00015475,0.00015475,0.00015475
40,1224.16,1.04622,0.73811,1.19595,0.86297,0.82475,0.89499,0.51799,0.95104,0.49278,1.13289,0.000142375,0.000142375,0.000142375
41,1284.5,0.94603,0.56192,1.18455,0.86663,0.83985,0.89678,0.51331,0.94848,0.50013,1.12835,0.00013,0.00013,0.00013
42,1314.39,0.91414,0.52155,1.15511,0.84785,0.82132,0.88268,0.51221,0.9641,0.51206,1.13761,0.000117625,0.000117625,0.000117625
43,1344.17,0.90117,0.5101,1.14775,0.85505,0.85844,0.90297,0.52801,0.95247,0.48141,1.15068,0.00010525,0.00010525,0.00010525
44,1374.07,0.88779,0.49993,1.13881,0.85055,0.84007,0.89867,0.5155,0.96168,0.48689,1.14865,9.2875e-05,9.2875e-05,9.2875e-05
45,1403.94,0.87142,0.48737,1.12613,0.85715,0.85155,0.90527,0.52196,0.94065,0.48196,1.14301,8.05e-05,8.05e-05,8.05e-05
46,1434.22,0.85242,0.47559,1.12011,0.85418,0.85751,0.90606,0.51874,0.93833,0.47794,1.15071,6.8125e-05,6.8125e-05,6.8125e-05
47,1464.09,0.84051,0.4703,1.10385,0.85463,0.85379,0.90571,0.51846,0.94393,0.48389,1.14851,5.575e-05,5.575e-05,5.575e-05
48,1494.38,0.84311,0.46724,1.10568,0.84843,0.85443,0.90323,0.5144,0.93018,0.47533,1.14906,4.3375e-05,4.3375e-05,4.3375e-05
49,1524.9,0.82578,0.45782,1.09672,0.87131,0.82633,0.90346,0.51731,0.92804,0.47315,1.14834,3.1e-05,3.1e-05,3.1e-05
50,1554.68,0.80118,0.45118,1.08563,0.8392,0.8542,0.89492,0.51582,0.9364,0.47284,1.15855,1.8625e-05,1.8625e-05,1.8625e-05
